region,anio,semana,radiacion_solar_media_MJ_m2
O'Higgins,2025,27,10.5
O'Higgins,2025,28,11.43
O'Higgins,2025,29,10.78
O'Higgins,2025,30,9.49
O'Higgins,2025,31,6.28
O'Higgins,2025,32,12.62
O'Higgins,2025,33,11.55
O'Higgins,2025,34,12.64
O'Higgins,2025,35,12.14
O'Higgins,2025,36,15.44
O'Higgins,2025,37,18.67
O'Higgins,2025,38,17.26
O'Higgins,2025,39,20.34
O'Higgins,2025,40,22.18
O'Higgins,2025,41,25.24
O'Higgins,2025,42,24.0
O'Higgins,2025,43,22.63
O'Higgins,2025,44,24.56
O'Higgins,2025,45,25.45
O'Higgins,2025,46,29.34
O'Higgins,2025,47,29.44
O'Higgins,2025,48,29.68
O'Higgins,2025,49,27.96
O'Higgins,2025,50,25.38
O'Higgins,2025,51,30.27
O'Higgins,2025,52,32.2
O'Higgins,2026,1,31.52
O'Higgins,2026,2,27.41
O'Higgins,2026,3,31.87
O'Higgins,2026,4,29.7
O'Higgins,2026,5,26.13
O'Higgins,2026,6,26.81
O'Higgins,2026,7,26.61
O'Higgins,2026,8,27.71
O'Higgins,2026,9,26.25
O'Higgins,2026,10,24.05
O'Higgins,2026,11,22.83
O'Higgins,2026,12,16.43
O'Higgins,2026,13,21.37
O'Higgins,2026,14,20.26
O'Higgins,2026,15,18.06
O'Higgins,2026,16,12.54
O'Higgins,2026,17,14.53
O'Higgins,2026,18,13.01
O'Higgins,2026,19,10.53
O'Higgins,2026,20,11.84
O'Higgins,2026,21,11.07
O'Higgins,2026,22,11.06
O'Higgins,2026,23,7.6
O'Higgins,2026,24,7.21
O'Higgins,2026,25,8.93
Tarapacá,2014,1,27.92
Tarapacá,2014,2,29.67
Tarapacá,2014,3,28.75
Tarapacá,2014,4,30.03
Tarapacá,2014,5,30.42
Tarapacá,2014,6,29.92
Tarapacá,2014,7,29.3
Tarapacá,2014,8,28.83
Tarapacá,2014,9,27.52
Tarapacá,2014,10,26.51
Tarapacá,2014,11,26.59
Tarapacá,2014,12,25.67
Tarapacá,2014,13,24.83
Tarapacá,2014,14,23.02
Tarapacá,2014,15,21.53
Tarapacá,2014,16,21.4
Tarapacá,2014,17,19.98
Tarapacá,2014,18,19.22
Tarapacá,2014,19,18.37
Tarapacá,2014,20,17.62
Tarapacá,2014,21,16.51
Tarapacá,2014,22,16.59
Tarapacá,2014,23,15.21
Tarapacá,2014,24,15.9
Tarapacá,2014,25,14.88
Tarapacá,2014,26,14.81
Tarapacá,2014,27,15.2
Tarapacá,2014,28,15.15
Tarapacá,2014,29,16.53
Tarapacá,2014,30,17.02
Tarapacá,2014,31,17.98
Tarapacá,2014,32,17.08
Tarapacá,2014,33,19.22
Tarapacá,2014,34,19.34
Tarapacá,2014,35,21.09
Tarapacá,2014,36,21.67
Tarapacá,2014,37,22.17
Tarapacá,2014,38,23.61
Tarapacá,2014,39,23.75
Tarapacá,2014,40,23.09
Tarapacá,2014,41,26.11
Tarapacá,2014,42,27.48
Tarapacá,2014,43,26.8
Tarapacá,2014,44,28.52
Tarapacá,2014,45,29.33
Tarapacá,2014,46,29.47
Tarapacá,2014,47,29.72
Tarapacá,2014,48,30.0
Tarapacá,2014,49,29.34
Tarapacá,2014,50,30.06
Tarapacá,2014,51,30.5
Tarapacá,2014,52,29.23
Tarapacá,2015,1,28.91
Tarapacá,2015,2,27.77
Tarapacá,2015,3,26.27
Tarapacá,2015,4,27.85
Tarapacá,2015,5,26.58
Tarapacá,2015,6,25.17
Tarapacá,2015,7,26.3
Tarapacá,2015,8,27.52
Tarapacá,2015,9,27.84
Tarapacá,2015,10,26.52
Tarapacá,2015,11,26.26
Tarapacá,2015,12,22.95
Tarapacá,2015,13,20.47
Tarapacá,2015,14,23.68
Tarapacá,2015,15,21.12
Tarapacá,2015,16,21.77
Tarapacá,2015,17,19.88
Tarapacá,2015,18,19.94
Tarapacá,2015,19,19.25
Tarapacá,2015,20,17.58
Tarapacá,2015,21,17.21
Tarapacá,2015,22,15.78
Tarapacá,2015,23,15.56
Tarapacá,2015,24,15.65
Tarapacá,2015,25,15.12
Tarapacá,2015,26,14.58
Tarapacá,2015,27,15.13
Tarapacá,2015,28,15.05
Tarapacá,2015,29,15.86
Tarapacá,2015,30,16.17
Tarapacá,2015,31,17.36
Tarapacá,2015,32,17.51
Tarapacá,2015,33,18.81
Tarapacá,2015,34,19.6
Tarapacá,2015,35,20.76
Tarapacá,2015,36,21.61
Tarapacá,2015,37,23.06
Tarapacá,2015,38,23.46
Tarapacá,2015,39,24.45
Tarapacá,2015,40,24.17
Tarapacá,2015,41,25.49
Tarapacá,2015,42,25.97
Tarapacá,2015,43,26.57
Tarapacá,2015,44,27.28
Tarapacá,2015,45,29.06
Tarapacá,2015,46,26.98
Tarapacá,2015,47,29.12
Tarapacá,2015,48,29.28
Tarapacá,2015,49,29.15
Tarapacá,2015,50,29.55
Tarapacá,2015,51,29.89
Tarapacá,2015,52,27.41
Tarapacá,2015,53,30.3
Tarapacá,2016,1,29.97
Tarapacá,2016,2,30.05
Tarapacá,2016,3,29.34
Tarapacá,2016,4,29.95
Tarapacá,2016,5,28.66
Tarapacá,2016,6,27.46
Tarapacá,2016,7,26.48
Tarapacá,2016,8,25.42
Tarapacá,2016,9,26.33
Tarapacá,2016,10,26.13
Tarapacá,2016,11,25.86
Tarapacá,2016,12,25.17
Tarapacá,2016,13,24.26
Tarapacá,2016,14,22.65
Tarapacá,2016,15,21.99
Tarapacá,2016,16,19.43
Tarapacá,2016,17,20.08
Tarapacá,2016,18,19.26
Tarapacá,2016,19,18.88
Tarapacá,2016,20,17.71
Tarapacá,2016,21,16.94
Tarapacá,2016,22,16.92
Tarapacá,2016,23,15.79
Tarapacá,2016,24,15.28
Tarapacá,2016,25,15.03
Tarapacá,2016,26,14.84
Tarapacá,2016,27,15.45
Tarapacá,2016,28,15.78
Tarapacá,2016,29,16.8
Tarapacá,2016,30,17.09
Tarapacá,2016,31,17.2
Tarapacá,2016,32,18.51
Tarapacá,2016,33,19.66
Tarapacá,2016,34,20.34
Tarapacá,2016,35,21.86
Tarapacá,2016,36,23.24
Tarapacá,2016,37,23.09
Tarapacá,2016,38,24.17
Tarapacá,2016,39,24.76
Tarapacá,2016,40,26.12
Tarapacá,2016,41,26.71
Tarapacá,2016,42,27.21
Tarapacá,2016,43,28.47
Tarapacá,2016,44,28.2
Tarapacá,2016,45,28.45
Tarapacá,2016,46,30.0
Tarapacá,2016,47,30.16
Tarapacá,2016,48,28.55
Tarapacá,2016,49,30.36
Tarapacá,2016,50,30.75
Tarapacá,2016,51,30.16
Tarapacá,2016,52,29.92
Tarapacá,2017,1,29.57
Tarapacá,2017,2,27.31
Tarapacá,2017,3,28.47
Tarapacá,2017,4,27.33
Tarapacá,2017,5,30.14
Tarapacá,2017,6,29.79
Tarapacá,2017,7,28.33
Tarapacá,2017,8,27.44
Tarapacá,2017,9,24.85
Tarapacá,2017,10,26.61
Tarapacá,2017,11,26.04
Tarapacá,2017,12,25.34
Tarapacá,2017,13,24.06
Tarapacá,2017,14,23.66
Tarapacá,2017,15,22.69
Tarapacá,2017,16,21.83
Tarapacá,2017,17,20.67
Tarapacá,2017,18,19.66
Tarapacá,2017,19,18.73
Tarapacá,2017,20,18.23
Tarapacá,2017,21,13.96
Tarapacá,2017,22,16.23
Tarapacá,2017,23,14.13
Tarapacá,2017,24,15.12
Tarapacá,2017,25,14.93
Tarapacá,2017,26,14.27
Tarapacá,2017,27,15.17
Tarapacá,2017,28,15.43
Tarapacá,2017,29,16.34
Tarapacá,2017,30,16.07
Tarapacá,2017,31,16.83
Tarapacá,2017,32,18.78
Tarapacá,2017,33,19.15
Tarapacá,2017,34,20.51
Tarapacá,2017,35,20.61
Tarapacá,2017,36,20.17
Tarapacá,2017,37,21.53
Tarapacá,2017,38,22.11
Tarapacá,2017,39,24.41
Tarapacá,2017,40,26.51
Tarapacá,2017,41,25.98
Tarapacá,2017,42,26.12
Tarapacá,2017,43,28.85
Tarapacá,2017,44,27.93
Tarapacá,2017,45,27.7
Tarapacá,2017,46,28.08
Tarapacá,2017,47,30.35
Tarapacá,2017,48,30.77
Tarapacá,2017,49,29.52
Tarapacá,2017,50,30.44
Tarapacá,2017,51,29.97
Tarapacá,2017,52,30.43
Tarapacá,2018,1,30.58
Tarapacá,2018,2,30.02
Tarapacá,2018,3,29.74
Tarapacá,2018,4,28.51
Tarapacá,2018,5,25.74
Tarapacá,2018,6,28.02
Tarapacá,2018,7,25.25
Tarapacá,2018,8,28.19
Tarapacá,2018,9,27.79
Tarapacá,2018,10,26.89
Tarapacá,2018,11,25.78
Tarapacá,2018,12,24.94
Tarapacá,2018,13,24.24
Tarapacá,2018,14,23.9
Tarapacá,2018,15,22.01
Tarapacá,2018,16,21.24
Tarapacá,2018,17,19.07
Tarapacá,2018,18,20.05
Tarapacá,2018,19,18.27
Tarapacá,2018,20,17.82
Tarapacá,2018,21,16.69
Tarapacá,2018,22,15.65
Tarapacá,2018,23,12.86
Tarapacá,2018,24,13.26
Tarapacá,2018,25,14.5
Tarapacá,2018,26,15.35
Tarapacá,2018,27,13.59
Tarapacá,2018,28,13.93
Tarapacá,2018,29,13.45
Tarapacá,2018,30,15.25
Tarapacá,2018,31,16.85
Tarapacá,2018,32,16.45
Tarapacá,2018,33,17.74
Tarapacá,2018,34,18.84
Tarapacá,2018,35,19.71
Tarapacá,2018,36,21.77
Tarapacá,2018,37,23.64
Tarapacá,2018,38,24.48
Tarapacá,2018,39,25.68
Tarapacá,2018,40,25.23
Tarapacá,2018,41,25.86
Tarapacá,2018,42,27.59
Tarapacá,2018,43,28.61
Tarapacá,2018,44,28.43
Tarapacá,2018,45,29.15
Tarapacá,2018,46,30.04
Tarapacá,2018,47,29.25
Tarapacá,2018,48,30.74
Tarapacá,2018,49,31.21
Tarapacá,2018,50,29.23
Tarapacá,2018,51,30.48
Tarapacá,2018,52,29.24
Tarapacá,2019,1,27.41
Tarapacá,2019,2,28.87
Tarapacá,2019,3,28.1
Tarapacá,2019,4,29.61
Tarapacá,2019,5,25.23
Tarapacá,2019,6,23.11
Tarapacá,2019,7,26.69
Tarapacá,2019,8,28.03
Tarapacá,2019,9,27.44
Tarapacá,2019,10,26.99
Tarapacá,2019,11,25.5
Tarapacá,2019,12,26.02
Tarapacá,2019,13,24.69
Tarapacá,2019,14,22.8
Tarapacá,2019,15,23.09
Tarapacá,2019,16,22.07
Tarapacá,2019,17,20.84
Tarapacá,2019,18,19.67
Tarapacá,2019,19,18.57
Tarapacá,2019,20,17.39
Tarapacá,2019,21,16.72
Tarapacá,2019,22,16.86
Tarapacá,2019,23,16.23
Tarapacá,2019,24,14.03
Tarapacá,2019,25,15.11
Tarapacá,2019,26,15.24
Tarapacá,2019,27,14.23
Tarapacá,2019,28,15.25
Tarapacá,2019,29,15.44
Tarapacá,2019,30,16.33
Tarapacá,2019,31,18.27
Tarapacá,2019,32,18.7
Tarapacá,2019,33,17.82
Tarapacá,2019,34,19.42
Tarapacá,2019,35,21.18
Tarapacá,2019,36,18.98
Tarapacá,2019,37,22.13
Tarapacá,2019,38,23.97
Tarapacá,2019,39,25.43
Tarapacá,2019,40,24.07
Tarapacá,2019,41,27.18
Tarapacá,2019,42,25.46
Tarapacá,2019,43,29.21
Tarapacá,2019,44,28.83
Tarapacá,2019,45,26.97
Tarapacá,2019,46,28.42
Tarapacá,2019,47,29.35
Tarapacá,2019,48,30.57
Tarapacá,2019,49,30.19
Tarapacá,2019,50,31.05
Tarapacá,2019,51,31.04
Tarapacá,2019,52,28.46
Tarapacá,2020,1,29.55
Tarapacá,2020,2,29.98
Tarapacá,2020,3,28.79
Tarapacá,2020,4,22.79
Tarapacá,2020,5,29.91
Tarapacá,2020,6,29.53
Tarapacá,2020,7,27.29
Tarapacá,2020,8,25.31
Tarapacá,2020,9,27.43
Tarapacá,2020,10,27.17
Tarapacá,2020,11,23.7
Tarapacá,2020,12,24.51
Tarapacá,2020,13,24.38
Tarapacá,2020,14,23.44
Tarapacá,2020,15,22.41
Tarapacá,2020,16,22.19
Tarapacá,2020,17,21.37
Tarapacá,2020,18,20.2
Tarapacá,2020,19,19.49
Tarapacá,2020,20,17.53
Tarapacá,2020,21,17.5
Tarapacá,2020,22,16.56
Tarapacá,2020,23,16.19
Tarapacá,2020,24,13.86
Tarapacá,2020,25,16.09
Tarapacá,2020,26,16.13
Tarapacá,2020,27,16.45
Tarapacá,2020,28,16.36
Tarapacá,2020,29,15.83
Tarapacá,2020,30,16.98
Tarapacá,2020,31,17.73
Tarapacá,2020,32,18.88
Tarapacá,2020,33,18.96
Tarapacá,2020,34,18.6
Tarapacá,2020,35,19.87
Tarapacá,2020,36,21.75
Tarapacá,2020,37,23.7
Tarapacá,2020,38,22.1
Tarapacá,2020,39,23.12
Tarapacá,2020,40,24.44
Tarapacá,2020,41,25.92
Tarapacá,2020,42,25.38
Tarapacá,2020,43,27.01
Tarapacá,2020,44,28.98
Tarapacá,2020,45,28.84
Tarapacá,2020,46,30.46
Tarapacá,2020,47,30.78
Tarapacá,2020,48,30.52
Tarapacá,2020,49,30.15
Tarapacá,2020,50,31.27
Tarapacá,2020,51,30.86
Tarapacá,2020,52,29.27
Tarapacá,2020,53,28.56
Tarapacá,2021,1,30.48
Tarapacá,2021,2,30.12
Tarapacá,2021,3,30.53
Tarapacá,2021,4,30.37
Tarapacá,2021,5,28.23
Tarapacá,2021,6,29.44
Tarapacá,2021,7,28.63
Tarapacá,2021,8,28.06
Tarapacá,2021,9,27.27
Tarapacá,2021,10,26.42
Tarapacá,2021,11,25.65
Tarapacá,2021,12,25.17
Tarapacá,2021,13,23.21
Tarapacá,2021,14,22.67
Tarapacá,2021,15,22.69
Tarapacá,2021,16,21.62
Tarapacá,2021,17,20.61
Tarapacá,2021,18,18.94
Tarapacá,2021,19,17.94
Tarapacá,2021,20,18.29
Tarapacá,2021,21,15.63
Tarapacá,2021,22,15.23
Tarapacá,2021,23,15.61
Tarapacá,2021,24,15.0
Tarapacá,2021,25,15.3
Tarapacá,2021,26,16.22
Tarapacá,2021,27,16.71
Tarapacá,2021,28,15.31
Tarapacá,2021,29,15.18
Tarapacá,2021,30,15.29
Tarapacá,2021,31,16.46
Tarapacá,2021,32,17.91
Tarapacá,2021,33,20.06
Tarapacá,2021,34,20.09
Tarapacá,2021,35,20.54
Tarapacá,2021,36,21.78
Tarapacá,2021,37,22.45
Tarapacá,2021,38,23.13
Tarapacá,2021,39,24.81
Tarapacá,2021,40,25.21
Tarapacá,2021,41,26.12
Tarapacá,2021,42,27.88
Tarapacá,2021,43,27.59
Tarapacá,2021,44,29.73
Tarapacá,2021,45,29.38
Tarapacá,2021,46,29.88
Tarapacá,2021,47,29.34
Tarapacá,2021,48,30.2
Tarapacá,2021,49,29.42
Tarapacá,2021,50,28.75
Tarapacá,2021,51,28.1
Tarapacá,2021,52,30.73
Tarapacá,2022,1,29.79
Tarapacá,2022,2,27.88
Tarapacá,2022,3,29.14
Tarapacá,2022,4,27.47
Tarapacá,2022,5,29.75
Tarapacá,2022,6,29.63
Tarapacá,2022,7,27.4
Tarapacá,2022,8,26.95
Tarapacá,2022,9,26.17
Tarapacá,2022,10,25.75
Tarapacá,2022,11,24.55
Tarapacá,2022,12,25.08
Tarapacá,2022,13,24.18
Tarapacá,2022,14,21.84
Tarapacá,2022,15,22.72
Tarapacá,2022,16,21.32
Tarapacá,2022,17,19.77
Tarapacá,2022,18,19.04
Tarapacá,2022,19,18.09
Tarapacá,2022,20,17.08
Tarapacá,2022,21,16.47
Tarapacá,2022,22,13.81
Tarapacá,2022,23,15.5
Tarapacá,2022,24,16.14
Tarapacá,2022,25,15.76
Tarapacá,2022,26,15.21
Tarapacá,2022,27,14.07
Tarapacá,2022,28,16.24
Tarapacá,2022,29,15.65
Tarapacá,2022,30,15.35
Tarapacá,2022,31,17.51
Tarapacá,2022,32,18.72
Tarapacá,2022,33,19.69
Tarapacá,2022,34,20.17
Tarapacá,2022,35,20.8
Tarapacá,2022,36,22.65
Tarapacá,2022,37,23.07
Tarapacá,2022,38,24.59
Tarapacá,2022,39,24.59
Tarapacá,2022,40,27.67
Tarapacá,2022,41,27.78
Tarapacá,2022,42,27.39
Tarapacá,2022,43,29.3
Tarapacá,2022,44,28.91
Tarapacá,2022,45,30.26
Tarapacá,2022,46,30.39
Tarapacá,2022,47,28.44
Tarapacá,2022,48,30.45
Tarapacá,2022,49,27.06
Tarapacá,2022,50,29.98
Tarapacá,2022,51,30.6
Tarapacá,2022,52,29.84
Tarapacá,2023,1,29.86
Tarapacá,2023,2,31.11
Tarapacá,2023,3,29.85
Tarapacá,2023,4,28.82
Tarapacá,2023,5,28.23
Tarapacá,2023,6,26.4
Tarapacá,2023,7,27.88
Tarapacá,2023,8,28.03
Tarapacá,2023,9,27.16
Tarapacá,2023,10,25.97
Tarapacá,2023,11,24.91
Tarapacá,2023,12,24.27
Tarapacá,2023,13,23.08
Tarapacá,2023,14,22.82
Tarapacá,2023,15,22.35
Tarapacá,2023,16,21.27
Tarapacá,2023,17,20.57
Tarapacá,2023,18,18.47
Tarapacá,2023,19,18.36
Tarapacá,2023,20,17.75
Tarapacá,2023,21,15.75
Tarapacá,2023,22,15.66
Tarapacá,2023,23,16.34
Tarapacá,2023,24,15.02
Tarapacá,2023,25,14.04
Tarapacá,2023,26,16.28
Tarapacá,2023,27,16.27
Tarapacá,2023,28,16.22
Tarapacá,2023,29,16.27
Tarapacá,2023,30,17.69
Tarapacá,2023,31,17.04
Tarapacá,2023,32,17.42
Tarapacá,2023,33,18.98
Tarapacá,2023,34,21.14
Tarapacá,2023,35,20.93
Tarapacá,2023,36,22.28
Tarapacá,2023,37,22.74
Tarapacá,2023,38,23.33
Tarapacá,2023,39,25.2
Tarapacá,2023,40,25.87
Tarapacá,2023,41,27.42
Tarapacá,2023,42,27.58
Tarapacá,2023,43,28.6
Tarapacá,2023,44,29.79
Tarapacá,2023,45,28.34
Tarapacá,2023,46,29.93
Tarapacá,2023,47,30.68
Tarapacá,2023,48,30.46
Tarapacá,2023,49,30.98
Tarapacá,2023,50,29.79
Tarapacá,2023,51,30.5
Tarapacá,2023,52,30.05
Tarapacá,2024,1,30.08
Tarapacá,2024,2,29.92
Tarapacá,2024,3,28.87
Tarapacá,2024,4,29.34
Tarapacá,2024,5,29.32
Tarapacá,2024,6,28.27
Tarapacá,2024,7,25.7
Tarapacá,2024,8,27.4
Tarapacá,2024,9,26.42
Tarapacá,2024,10,26.3
Tarapacá,2024,11,25.27
Tarapacá,2024,12,24.67
Tarapacá,2024,13,23.94
Tarapacá,2024,14,23.03
Tarapacá,2024,15,21.09
Tarapacá,2024,16,21.74
Tarapacá,2024,17,20.21
Tarapacá,2024,18,19.15
Tarapacá,2024,19,18.87
Tarapacá,2024,20,17.09
Tarapacá,2024,21,17.22
Tarapacá,2024,22,16.99
Tarapacá,2024,23,16.19
Tarapacá,2024,24,15.77
Tarapacá,2024,25,15.77
Tarapacá,2024,26,15.46
Tarapacá,2024,27,15.44
Tarapacá,2024,28,17.26
Tarapacá,2024,29,17.72
Tarapacá,2024,30,16.74
Tarapacá,2024,31,17.41
Tarapacá,2024,32,18.88
Tarapacá,2024,33,19.3
Tarapacá,2024,34,19.56
Tarapacá,2024,35,21.44
Tarapacá,2024,36,23.14
Tarapacá,2024,37,23.33
Tarapacá,2024,38,23.82
Tarapacá,2024,39,25.24
Tarapacá,2024,40,25.81
Tarapacá,2024,41,26.4
Tarapacá,2024,42,27.98
Tarapacá,2024,43,29.11
Tarapacá,2024,44,29.22
Tarapacá,2024,45,29.35
Tarapacá,2024,46,29.55
Tarapacá,2024,47,28.3
Tarapacá,2024,48,29.45
Tarapacá,2024,49,29.78
Tarapacá,2024,50,30.16
Tarapacá,2024,51,29.67
Tarapacá,2024,52,30.61
Tarapacá,2025,1,28.42
Tarapacá,2025,2,29.24
Tarapacá,2025,3,30.02
Tarapacá,2025,4,29.21
Tarapacá,2025,5,29.13
Tarapacá,2025,6,28.67
Tarapacá,2025,7,27.03
Tarapacá,2025,8,26.52
Tarapacá,2025,9,26.62
Tarapacá,2025,10,24.48
Tarapacá,2025,11,25.88
Tarapacá,2025,12,25.26
Tarapacá,2025,13,23.94
Tarapacá,2025,14,23.12
Tarapacá,2025,15,22.47
Tarapacá,2025,16,21.5
Tarapacá,2025,17,19.54
Tarapacá,2025,18,19.08
Tarapacá,2025,19,19.01
Tarapacá,2025,20,17.85
Tarapacá,2025,21,17.61
Tarapacá,2025,22,16.97
Tarapacá,2025,23,16.29
Tarapacá,2025,24,15.17
Tarapacá,2025,25,15.99
Tarapacá,2025,26,14.97
Tarapacá,2025,27,15.99
Tarapacá,2025,28,16.45
Tarapacá,2025,29,16.0
Tarapacá,2025,30,17.59
Tarapacá,2025,31,16.49
Tarapacá,2025,32,17.95
Tarapacá,2025,33,19.83
Tarapacá,2025,34,19.49
Tarapacá,2025,35,21.46
Tarapacá,2025,36,21.33
Tarapacá,2025,37,22.68
Tarapacá,2025,38,23.81
Tarapacá,2025,39,24.09
Tarapacá,2025,40,26.57
Tarapacá,2025,41,26.51
Tarapacá,2025,42,28.04
Tarapacá,2025,43,28.97
Tarapacá,2025,44,29.49
Tarapacá,2025,45,29.66
Tarapacá,2025,46,29.02
Tarapacá,2025,47,29.75
Tarapacá,2025,48,30.22
Tarapacá,2025,49,28.13
Tarapacá,2025,50,30.98
Tarapacá,2025,51,30.78
Tarapacá,2025,52,29.63
Tarapacá,2026,1,30.41
Tarapacá,2026,2,30.32
Tarapacá,2026,3,27.48
Tarapacá,2026,4,26.83
Tarapacá,2026,5,27.73
Tarapacá,2026,6,28.4
Tarapacá,2026,7,27.81
Tarapacá,2026,8,26.79
Tarapacá,2026,9,27.26
Tarapacá,2026,10,27.27
Tarapacá,2026,11,26.18
Tarapacá,2026,12,25.33
Tarapacá,2026,13,24.13
Tarapacá,2026,14,23.12
Tarapacá,2026,15,22.11
Tarapacá,2026,16,21.3
Tarapacá,2026,17,20.69
Tarapacá,2026,18,20.08
Tarapacá,2026,19,18.15
Tarapacá,2026,20,18.61
Tarapacá,2026,21,17.48
Tarapacá,2026,22,14.59
Tarapacá,2026,23,15.28
Tarapacá,2026,24,15.37
Tarapacá,2026,25,13.14
Valparaíso,2014,1,33.58
Valparaíso,2014,2,33.17
Valparaíso,2014,3,31.05
Valparaíso,2014,4,31.22
Valparaíso,2014,5,30.35
Valparaíso,2014,6,30.68
Valparaíso,2014,7,27.6
Valparaíso,2014,8,26.83
Valparaíso,2014,9,25.79
Valparaíso,2014,10,25.52
Valparaíso,2014,11,23.72
Valparaíso,2014,12,23.34
Valparaíso,2014,13,20.7
Valparaíso,2014,14,20.19
Valparaíso,2014,15,19.36
Valparaíso,2014,16,17.44
Valparaíso,2014,17,15.04
Valparaíso,2014,18,11.75
Valparaíso,2014,19,11.93
Valparaíso,2014,20,12.68
Valparaíso,2014,21,11.56
Valparaíso,2014,22,11.48
Valparaíso,2014,23,7.93
Valparaíso,2014,24,9.2
Valparaíso,2014,25,10.4
Valparaíso,2014,26,10.81
Valparaíso,2014,27,9.28
Valparaíso,2014,28,11.6
Valparaíso,2014,29,10.83
Valparaíso,2014,30,10.17
Valparaíso,2014,31,11.27
Valparaíso,2014,32,14.01
Valparaíso,2014,33,16.1
Valparaíso,2014,34,12.29
Valparaíso,2014,35,13.97
Valparaíso,2014,36,11.81
Valparaíso,2014,37,17.41
Valparaíso,2014,38,16.77
Valparaíso,2014,39,18.08
Valparaíso,2014,40,22.14
Valparaíso,2014,41,24.81
Valparaíso,2014,42,23.2
Valparaíso,2014,43,27.6
Valparaíso,2014,44,28.31
Valparaíso,2014,45,31.23
Valparaíso,2014,46,30.17
Valparaíso,2014,47,29.32
Valparaíso,2014,48,25.51
Valparaíso,2014,49,32.29
Valparaíso,2014,50,30.99
Valparaíso,2014,51,31.59
Valparaíso,2014,52,33.62
Valparaíso,2015,1,32.78
Valparaíso,2015,2,32.28
Valparaíso,2015,3,31.04
Valparaíso,2015,4,27.16
Valparaíso,2015,5,30.58
Valparaíso,2015,6,28.73
Valparaíso,2015,7,29.05
Valparaíso,2015,8,27.09
Valparaíso,2015,9,24.74
Valparaíso,2015,10,25.64
Valparaíso,2015,11,25.12
Valparaíso,2015,12,22.05
Valparaíso,2015,13,17.04
Valparaíso,2015,14,20.26
Valparaíso,2015,15,18.73
Valparaíso,2015,16,16.66
Valparaíso,2015,17,15.33
Valparaíso,2015,18,14.99
Valparaíso,2015,19,13.03
Valparaíso,2015,20,12.54
Valparaíso,2015,21,12.51
Valparaíso,2015,22,11.6
Valparaíso,2015,23,9.68
Valparaíso,2015,24,11.35
Valparaíso,2015,25,11.15
Valparaíso,2015,26,11.03
Valparaíso,2015,27,10.06
Valparaíso,2015,28,7.67
Valparaíso,2015,29,11.23
Valparaíso,2015,30,11.81
Valparaíso,2015,31,9.08
Valparaíso,2015,32,6.51
Valparaíso,2015,33,12.71
Valparaíso,2015,34,13.74
Valparaíso,2015,35,14.93
Valparaíso,2015,36,17.81
Valparaíso,2015,37,15.9
Valparaíso,2015,38,16.73
Valparaíso,2015,39,18.25
Valparaíso,2015,40,16.95
Valparaíso,2015,41,21.52
Valparaíso,2015,42,21.3
Valparaíso,2015,43,25.43
Valparaíso,2015,44,27.22
Valparaíso,2015,45,23.85
Valparaíso,2015,46,29.73
Valparaíso,2015,47,31.23
Valparaíso,2015,48,32.99
Valparaíso,2015,49,30.96
Valparaíso,2015,50,32.27
Valparaíso,2015,51,33.18
Valparaíso,2015,52,33.31
Valparaíso,2015,53,30.36
Valparaíso,2016,1,28.07
Valparaíso,2016,2,31.99
Valparaíso,2016,3,28.39
Valparaíso,2016,4,27.22
Valparaíso,2016,5,29.3
Valparaíso,2016,6,29.42
Valparaíso,2016,7,28.27
Valparaíso,2016,8,27.57
Valparaíso,2016,9,24.53
Valparaíso,2016,10,24.16
Valparaíso,2016,11,21.97
Valparaíso,2016,12,20.77
Valparaíso,2016,13,16.5
Valparaíso,2016,14,16.55
Valparaíso,2016,15,9.14
Valparaíso,2016,16,12.65
Valparaíso,2016,17,13.83
Valparaíso,2016,18,10.86
Valparaíso,2016,19,8.07
Valparaíso,2016,20,10.47
Valparaíso,2016,21,9.75
Valparaíso,2016,22,8.31
Valparaíso,2016,23,10.69
Valparaíso,2016,24,10.73
Valparaíso,2016,25,10.2
Valparaíso,2016,26,8.37
Valparaíso,2016,27,9.94
Valparaíso,2016,28,8.49
Valparaíso,2016,29,10.22
Valparaíso,2016,30,12.13
Valparaíso,2016,31,13.3
Valparaíso,2016,32,14.11
Valparaíso,2016,33,16.78
Valparaíso,2016,34,15.09
Valparaíso,2016,35,18.93
Valparaíso,2016,36,19.89
Valparaíso,2016,37,20.19
Valparaíso,2016,38,23.24
Valparaíso,2016,39,22.65
Valparaíso,2016,40,25.68
Valparaíso,2016,41,19.07
Valparaíso,2016,42,24.39
Valparaíso,2016,43,27.41
Valparaíso,2016,44,29.01
Valparaíso,2016,45,30.28
Valparaíso,2016,46,31.81
Valparaíso,2016,47,28.76
Valparaíso,2016,48,30.77
Valparaíso,2016,49,30.87
Valparaíso,2016,50,33.13
Valparaíso,2016,51,33.44
Valparaíso,2016,52,31.94
Valparaíso,2017,1,32.45
Valparaíso,2017,2,32.02
Valparaíso,2017,3,31.34
Valparaíso,2017,4,28.43
Valparaíso,2017,5,29.01
Valparaíso,2017,6,28.03
Valparaíso,2017,7,25.7
Valparaíso,2017,8,23.63
Valparaíso,2017,9,24.31
Valparaíso,2017,10,24.66
Valparaíso,2017,11,21.31
Valparaíso,2017,12,19.13
Valparaíso,2017,13,20.0
Valparaíso,2017,14,18.63
